ASN/DN #,Country,Vendor,Shipment Mode,Fulfill Via,Managed By,Product Group,Vendor INCO Term,Manufacturing Site,S1_quote_to_po,S2_po_to_plan,S3_plan_to_actual,S4_actual_to_recorded,E2E_quote_to_recorded,PQ First Sent to Client Date_dt,PO Sent to Vendor Date_dt,Scheduled Delivery Date_dt,Delivered to Client Date_dt,Delivery Recorded Date_dt,po_absent_structural,pq_pre_process,Line Item Value,Line Item Quantity,freight_usd,weight_kg,n_lines,freight_stated,weight_stated,year,late,early_over_14,abs_dev,channel
DN-149,Côte d'Ivoire,SCMS from RDC,Not recorded,From RDC,PMO - US,HRDT,N/A - From RDC,Bio-Rad Laboratories,,,0.0,0.0,,,,2007-05-18,2007-05-18,2007-05-18,True,True,12160.0,160,1754.0,173.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-1490,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2009-10-29,2009-10-29,2009-10-29,True,False,4435.17,589,747.17,33.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1492,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2009-10-27,2009-10-27,2009-10-27,True,False,6716.5,3535,2298.61,1224.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1493,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-28.0,0.0,116.0,2009-07-27,,2009-12-18,2009-11-20,2009-11-20,True,False,142518.97,35124,,,4,False,False,2009,0,1,28.0,RDC (stock-held)
DN-1494,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2009-10-27,2009-10-27,2009-10-27,True,False,3547.8,2430,2298.6,156.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1495,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,-13.0,0.0,265.0,2009-02-26,,2009-12-01,2009-11-18,2009-11-18,True,False,127723.86,16566,4468.51,921.0,1,True,True,2009,0,0,13.0,RDC (stock-held)
DN-1496,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2009-10-29,2009-10-29,2009-10-29,True,False,273662.4,31240,4897.42,2832.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1497,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2009-10-22,2009-10-22,2009-10-22,True,False,6438.6,4410,3842.22,286.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1498,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2009-10-29,2009-10-29,2009-10-29,True,False,196728.08,34036,4897.42,2901.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1499,Zambia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",,,0.0,0.0,,,,2009-10-23,2009-10-23,2009-10-23,True,False,80578.98,13941,5097.09,986.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-15,Mozambique,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Roche Basel,,,0.0,0.0,,,,2007-02-01,2007-02-01,2007-02-01,True,True,16842.26,3404,,,2,False,False,2007,0,0,0.0,RDC (stock-held)
DN-150,Rwanda,SCMS from RDC,Air,From RDC,PMO - US,HRDT,N/A - From RDC,Premier Med. Corp Ltd. India,,,0.0,0.0,,,,2007-05-22,2007-05-22,2007-05-22,True,True,50340.0,2060,,,2,False,False,2007,0,0,0.0,RDC (stock-held)
DN-1500,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-6.0,0.0,237.0,2009-03-17,,2009-11-15,2009-11-09,2009-11-09,True,False,545280.0,84000,,,3,False,False,2009,0,0,6.0,RDC (stock-held)
DN-1502,Ethiopia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2009-10-27,2009-10-27,2009-10-27,True,False,37331.7,12873,6027.68,1258.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1503,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-13.0,0.0,43.0,2009-09-23,,2009-11-18,2009-11-05,2009-11-05,True,False,24807.48,10167,6113.34,487.0,1,True,True,2009,0,0,13.0,RDC (stock-held)
DN-1504,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",,,-2.0,0.0,100.0,2009-08-05,,2009-11-15,2009-11-13,2009-11-13,True,False,352921.02,61059,9935.88,4305.0,1,True,True,2009,0,0,2.0,RDC (stock-held)
DN-1505,Guyana,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-20.0,0.0,19.0,2009-10-15,,2009-11-23,2009-11-03,2009-11-03,True,False,28490.06,5192,,,2,False,False,2009,0,1,20.0,RDC (stock-held)
DN-1506,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-10.0,0.0,69.0,2009-09-02,,2009-11-20,2009-11-10,2009-11-10,True,False,4628.0,500,,,2,False,False,2009,0,0,10.0,RDC (stock-held)
DN-1507,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-9.0,0.0,71.0,2009-09-02,,2009-11-21,2009-11-12,2009-11-12,True,False,1156.0,200,709.02,22.0,1,True,True,2009,0,0,9.0,RDC (stock-held)
DN-1508,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-21.0,0.0,57.0,2009-09-09,,2009-11-26,2009-11-05,2009-11-05,True,False,17545.0,6050,5028.04,442.0,1,True,True,2009,0,1,21.0,RDC (stock-held)
DN-1509,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-14.0,0.0,65.0,2009-09-09,,2009-11-27,2009-11-13,2009-11-13,True,False,3691.8,1758,7100.04,604.0,1,True,True,2009,0,0,14.0,RDC (stock-held)
DN-1510,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-26.0,0.0,104.0,2009-07-24,,2009-12-01,2009-11-05,2009-11-05,True,False,501662.36,61273,,,2,False,False,2009,0,1,26.0,RDC (stock-held)
DN-1511,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-35.0,0.0,104.0,2009-07-24,,2009-12-10,2009-11-05,2009-11-05,True,False,3290.0,940,5028.05,69.0,1,True,True,2009,0,1,35.0,RDC (stock-held)
DN-1514,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-13.0,0.0,112.0,2009-07-24,,2009-11-26,2009-11-13,2009-11-13,True,False,485212.5,42750,7100.04,4814.0,1,True,True,2009,0,0,13.0,RDC (stock-held)
DN-1515,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-7.0,0.0,110.0,2009-08-05,,2009-11-30,2009-11-23,2009-11-23,True,False,272972.06,47227,9973.51,4959.0,1,True,True,2009,0,0,7.0,RDC (stock-held)
DN-1517,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,5.0,0.0,76.0,2009-09-17,,2009-11-27,2009-12-02,2009-12-02,True,False,30313.7,10453,3228.26,1001.0,1,True,True,2009,1,0,5.0,RDC (stock-held)
DN-1518,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aspen-OSD, Port Elizabeth, SA",,,0.0,0.0,,,,2009-11-16,2009-11-16,2009-11-16,True,False,15120.0,576,,,1,False,False,2009,0,0,0.0,RDC (stock-held)
DN-1519,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,144.0,2009-07-27,,2009-12-18,2009-12-18,2009-12-18,True,False,460069.49,79083,,,2,False,False,2009,0,0,0.0,RDC (stock-held)
DN-152,Mozambique,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2007-06-08,2007-06-08,2007-06-08,True,True,196085.2,5344,,,2,False,False,2007,0,0,0.0,RDC (stock-held)
DN-1520,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-5.0,0.0,100.0,2009-08-17,,2009-11-30,2009-11-25,2009-11-25,True,False,12320.0,1760,2450.89,133.0,1,True,True,2009,0,0,5.0,RDC (stock-held)
DN-1521,Zambia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-19.0,0.0,98.0,2009-08-05,,2009-11-30,2009-11-11,2009-11-11,True,False,40355.16,16539,4234.42,796.0,1,True,True,2009,0,1,19.0,RDC (stock-held)
DN-1522,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-3.0,0.0,74.0,2009-09-17,,2009-12-03,2009-11-30,2009-11-30,True,False,648296.88,61415,,,3,False,False,2009,0,0,3.0,RDC (stock-held)
DN-1523,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,1.0,0.0,131.0,2009-07-24,,2009-12-01,2009-12-02,2009-12-02,True,False,273521.92000000004,36816,,,3,False,False,2009,1,0,1.0,RDC (stock-held)
DN-1524,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,1.0,0.0,131.0,2009-07-24,,2009-12-01,2009-12-02,2009-12-02,True,False,28411.5,1833,1211.48,378.0,1,True,True,2009,1,0,1.0,RDC (stock-held)
DN-1525,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,1.0,0.0,84.0,2009-09-09,,2009-12-01,2009-12-02,2009-12-02,True,False,3800.0,2000,1211.48,688.0,1,True,True,2009,1,0,1.0,RDC (stock-held)
DN-1526,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-2.0,0.0,84.0,2009-09-09,,2009-12-04,2009-12-02,2009-12-02,True,False,8570.88,4464,1211.48,1655.0,1,True,True,2009,0,0,2.0,RDC (stock-held)
DN-1527,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,2.0,0.0,48.0,2009-10-15,,2009-11-30,2009-12-02,2009-12-02,True,False,55477.8,2590,1211.48,257.0,1,True,True,2009,1,0,2.0,RDC (stock-held)
DN-1528,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,0.0,0.0,,,,2009-11-23,2009-11-23,2009-11-23,True,False,240.0,60,396.08,4.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1529,Mozambique,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,0.0,0.0,,,,2010-02-23,2010-02-23,2010-02-23,True,False,5721.6,1788,1380.45,205.0,1,True,True,2010,0,0,0.0,RDC (stock-held)
DN-153,Mozambique,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2007-06-08,2007-06-08,2007-06-08,True,True,31995.0,8100,,2952.0,1,False,True,2007,0,0,0.0,RDC (stock-held)
DN-1530,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,68.0,2009-09-23,,2009-11-30,2009-11-30,2009-11-30,True,False,18422.24,5755,,,5,False,False,2009,0,0,0.0,RDC (stock-held)
DN-1531,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-2.0,0.0,68.0,2009-09-23,,2009-12-02,2009-11-30,2009-11-30,True,False,10394.7,1578,,,2,False,False,2009,0,0,2.0,RDC (stock-held)
DN-1532,Mozambique,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,0.0,0.0,,,,2009-12-11,2009-12-11,2009-12-11,True,False,9789.0,2510,1317.4,190.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1533,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-4.0,0.0,100.0,2009-08-12,,2009-11-24,2009-11-20,2009-11-20,True,False,122000.0,50000,,2390.0,1,False,True,2009,0,0,4.0,RDC (stock-held)
DN-1534,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,1.0,0.0,84.0,2009-09-09,,2009-12-01,2009-12-02,2009-12-02,True,False,7714.56,3444,1211.48,200.0,1,True,True,2009,1,0,1.0,RDC (stock-held)
DN-1535,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-2.0,0.0,84.0,2009-09-09,,2009-12-04,2009-12-02,2009-12-02,True,False,4472.52,1833,1211.48,88.0,1,True,True,2009,0,0,2.0,RDC (stock-held)
DN-1536,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-8.0,0.0,131.0,2009-07-24,,2009-12-10,2009-12-02,2009-12-02,True,False,4028.0,1060,1211.48,56.0,1,True,True,2009,0,0,8.0,RDC (stock-held)
DN-1539,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,48.0,2009-10-15,,2009-12-02,2009-12-02,2009-12-02,True,False,1839.6,1260,1211.48,82.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1540,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-5.0,0.0,68.0,2009-09-25,,2009-12-07,2009-12-02,2009-12-02,True,False,3770.0,1300,2697.65,125.0,1,True,True,2009,0,0,5.0,RDC (stock-held)
DN-1541,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-7.0,0.0,66.0,2009-09-25,,2009-12-07,2009-11-30,2009-11-30,True,False,56512.0,8050,,,2,False,False,2009,0,0,7.0,RDC (stock-held)
DN-1542,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,6.0,0.0,84.0,2009-09-09,,2009-11-26,2009-12-02,2009-12-02,True,False,4167.3,1437,1211.48,138.0,1,True,True,2009,1,0,6.0,RDC (stock-held)
DN-1543,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,1.0,0.0,131.0,2009-07-24,,2009-12-01,2009-12-02,2009-12-02,True,False,63477.9,8430,1211.48,546.0,1,True,True,2009,1,0,1.0,RDC (stock-held)
DN-1544,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-2.0,0.0,48.0,2009-10-15,,2009-12-04,2009-12-02,2009-12-02,True,False,8103.5,950,1211.49,54.0,1,True,True,2009,0,0,2.0,RDC (stock-held)
DN-1545,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-2.0,0.0,48.0,2009-10-15,,2009-12-04,2009-12-02,2009-12-02,True,False,1420.0,284,1211.49,22.0,1,True,True,2009,0,0,2.0,RDC (stock-held)
DN-1546,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-5.0,0.0,48.0,2009-10-15,,2009-12-07,2009-12-02,2009-12-02,True,False,3290.0,940,1211.49,49.0,1,True,True,2009,0,0,5.0,RDC (stock-held)
DN-1547,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-8.0,0.0,131.0,2009-07-24,,2009-12-10,2009-12-02,2009-12-02,True,False,50054.8,8660,1211.49,742.0,1,True,True,2009,0,0,8.0,RDC (stock-held)
DN-1548,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,2.0,0.0,107.0,2009-08-17,,2009-11-30,2009-12-02,2009-12-02,True,False,64133.6,10360,,,3,False,False,2009,1,0,2.0,RDC (stock-held)
DN-1549,Mozambique,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2010-01-06,2010-01-06,2010-01-06,True,False,1073.1,735,955.36,47.0,1,True,True,2010,0,0,0.0,RDC (stock-held)
DN-1550,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-5.0,0.0,100.0,2009-08-17,,2009-11-30,2009-11-25,2009-11-25,True,False,37600.0,3760,5254.17,315.0,1,True,True,2009,0,0,5.0,RDC (stock-held)
DN-1551,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-53.0,0.0,61.0,2009-09-25,,2010-01-17,2009-11-25,2009-11-25,True,False,21500.0,2150,2196.29,179.0,1,True,True,2009,0,1,53.0,RDC (stock-held)
DN-1552,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-14.0,0.0,105.0,2009-09-17,,2010-01-14,2009-12-31,2009-12-31,True,False,145197.0,16575,7231.0,6843.0,1,True,True,2009,0,0,14.0,RDC (stock-held)
DN-1553,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,3.0,0.0,120.0,2009-08-05,,2009-11-30,2009-12-03,2009-12-03,True,False,1100000.0,110000,8104.79,9221.0,1,True,True,2009,1,0,3.0,RDC (stock-held)
DN-1554,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-11.0,0.0,265.0,2009-03-17,,2009-12-18,2009-12-07,2009-12-07,True,False,545280.0,84000,,,3,False,False,2009,0,0,11.0,RDC (stock-held)
DN-1555,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-12.0,0.0,79.0,2009-09-09,,2009-12-09,2009-11-27,2009-11-27,True,False,14413.08,5907,4969.95,283.0,1,True,True,2009,0,0,12.0,RDC (stock-held)
DN-1557,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Roche Basel,,,0.0,0.0,,,,2009-12-20,2009-12-20,2009-12-20,True,False,82463.88,1042,,,1,False,False,2009,0,0,0.0,RDC (stock-held)
DN-1558,Ethiopia,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2009-11-26,2009-11-26,2009-11-26,True,False,19316.9,6661,4702.02,778.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1559,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-8.0,0.0,39.0,2009-10-23,,2009-12-09,2009-12-01,2009-12-01,True,False,6962.04,1411,,,4,False,False,2009,0,0,8.0,RDC (stock-held)
DN-156,Rwanda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Ranbaxy, Paonta Shahib, India",,,0.0,0.0,,,,2007-06-05,2007-06-05,2007-06-05,True,True,11356.61,3431,2520.47,216.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-1560,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,0.0,0.0,144.0,2009-07-27,,2009-12-18,2009-12-18,2009-12-18,True,False,374498.76,42751,11637.64,3409.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1561,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,144.0,2009-07-27,,2009-12-18,2009-12-18,2009-12-18,True,False,309228.0,35300,11637.64,3190.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1562,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,127.0,2009-08-13,,2009-12-18,2009-12-18,2009-12-18,True,False,317800.0,28000,11637.64,3239.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1563,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,127.0,2009-08-13,,2009-12-18,2009-12-18,2009-12-18,True,False,127596.7,11242,11637.64,1261.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1564,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,0.0,0.0,127.0,2009-08-13,,2009-12-18,2009-12-18,2009-12-18,True,False,748851.0,63732,11637.64,5144.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1565,Tanzania,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2010-01-14,2010-01-14,2010-01-14,True,False,136573.92,6376,2751.0,640.0,1,True,True,2010,0,0,0.0,RDC (stock-held)
DN-1566,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-50.0,0.0,113.0,2009-08-05,,2010-01-15,2009-11-26,2009-11-26,True,False,51.24,21,792.62,1.0,1,True,True,2009,0,1,50.0,RDC (stock-held)
DN-1567,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-50.0,0.0,113.0,2009-08-05,,2010-01-15,2009-11-26,2009-11-26,True,False,38806.92,6714,5837.94,574.0,1,True,True,2009,0,1,50.0,RDC (stock-held)
DN-1568,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-3.0,0.0,57.0,2009-10-15,,2009-12-14,2009-12-11,2009-12-11,True,False,60099.84,9024,12369.8,976.0,1,True,True,2009,0,0,3.0,RDC (stock-held)
DN-1569,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,0.0,0.0,127.0,2009-08-13,,2009-12-18,2009-12-18,2009-12-18,True,False,500400.0,50040,11637.64,4161.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-157,Ethiopia,SCMS from RDC,Not recorded,From RDC,PMO - US,HRDT,N/A - From RDC,"Trinity Biotech, Plc",,,0.0,0.0,,,,2007-05-24,2007-05-24,2007-05-24,True,True,34200.0,400,,,2,False,False,2007,0,0,0.0,RDC (stock-held)
DN-1570,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,0.0,0.0,144.0,2009-07-27,,2009-12-18,2009-12-18,2009-12-18,True,False,16172.1,755,11637.64,75.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1571,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,142.0,2009-07-29,,2009-12-18,2009-12-18,2009-12-18,True,False,971.04,168,11637.64,15.0,1,True,True,2009,0,0,0.0,RDC (stock-held)
DN-1573,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-43.0,0.0,120.0,2009-08-05,,2010-01-15,2009-12-03,2009-12-03,True,False,86080.7,29683,8104.79,3254.0,1,True,True,2009,0,1,43.0,RDC (stock-held)
DN-1574,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,7.0,0.0,119.0,2009-09-25,,2010-01-15,2010-01-22,2010-01-22,True,False,61710.0,5500,2524.0,708.0,1,True,True,2010,1,0,7.0,RDC (stock-held)
DN-1575,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-4.0,0.0,43.0,2009-10-23,,2009-12-09,2009-12-05,2009-12-05,True,False,6747.3,315,750.9,1045.0,1,True,True,2009,0,0,4.0,RDC (stock-held)
DN-1576,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-24.0,0.0,70.0,2009-09-17,,2009-12-20,2009-11-26,2009-11-26,True,False,69938.0,12100,3602.34,36.0,1,True,True,2009,0,1,24.0,RDC (stock-held)
DN-1577,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-3.0,0.0,60.0,2009-10-15,,2009-12-17,2009-12-14,2009-12-14,True,False,60099.84,9024,2698.22,680.0,1,True,True,2009,0,0,3.0,RDC (stock-held)
DN-1578,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-38.0,0.0,147.0,2009-07-14,,2010-01-15,2009-12-08,2009-12-08,True,False,322017.6,36760,9942.26,3294.0,1,True,True,2009,0,1,38.0,RDC (stock-held)
DN-1579,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-36.0,0.0,84.0,2009-09-17,,2010-01-15,2009-12-10,2009-12-10,True,False,35616.9,4730,1898.84,260.0,1,True,True,2009,0,1,36.0,RDC (stock-held)
DN-1580,Mozambique,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,7.0,0.0,334.0,2009-02-26,,2010-01-19,2010-01-26,2010-01-26,True,False,51225.24,6644,,,2,False,False,2010,1,0,7.0,RDC (stock-held)
DN-1582,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-5.0,0.0,84.0,2009-09-23,,2009-12-21,2009-12-16,2009-12-16,True,False,30766.94,5323,5338.55,456.0,1,True,True,2009,0,0,5.0,RDC (stock-held)
